bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
Bank of New York Mellon,BK,2010-12-31,247259000000,32354000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2012-02-28
Bank of New York Mellon,BK,2011-03-31,266444000000,33258000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2011-05-09
Bank of New York Mellon,BK,2011-06-30,304706000000,33851000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2011-08-08
Bank of New York Mellon,BK,2011-09-30,322187000000,33695000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2011-11-08
Bank of New York Mellon,BK,2011-12-31,325266000000,33417000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2013-02-28
Bank of New York Mellon,BK,2012-03-31,300169000000,34000000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2012-05-09
Bank of New York Mellon,BK,2012-06-30,330283000000,34533000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2012-08-08
Bank of New York Mellon,BK,2012-09-30,339944000000,36218000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2012-11-08
Bank of New York Mellon,BK,2012-12-31,358990000000,36431000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2014-02-28
Bank of New York Mellon,BK,2013-03-31,355942000000,35690000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2013-05-09
Bank of New York Mellon,BK,2013-06-30,360505000000,35882000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2013-08-08
Bank of New York Mellon,BK,2013-09-30,371952000000,36959000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2013-11-08
Bank of New York Mellon,BK,2013-12-31,374516000000,37497000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2015-02-27
Bank of New York Mellon,BK,2014-03-31,368241000000,37986000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2014-05-09
Bank of New York Mellon,BK,2014-06-30,400740000000,38326000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2014-08-11
Bank of New York Mellon,BK,2014-09-30,386296000000,38451000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2014-11-07
Bank of New York Mellon,BK,2014-12-31,385303000000,37441000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2016-02-26
Bank of New York Mellon,BK,2015-03-31,392337000000,37328000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2015-08-07
Bank of New York Mellon,BK,2015-06-30,395254000000,38270000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2015-08-07
Bank of New York Mellon,BK,2015-09-30,377371000000,38170000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2015-11-06
Bank of New York Mellon,BK,2015-12-31,393780000000,38037000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2017-02-28
Bank of New York Mellon,BK,2016-03-31,372870000000,38459000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2016-05-10
Bank of New York Mellon,BK,2016-06-30,372351000000,38559000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2016-08-08
Bank of New York Mellon,BK,2016-09-30,374114000000,39695000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2016-11-08
Bank of New York Mellon,BK,2016-12-31,333469000000,38811000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2018-02-28
Bank of New York Mellon,BK,2017-03-31,337536000000,39138000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2017-05-08
Bank of New York Mellon,BK,2017-06-30,354815000000,39974000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2017-08-03
Bank of New York Mellon,BK,2017-09-30,354397000000,40523000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2017-11-07
Bank of New York Mellon,BK,2017-12-31,371758000000,41251000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2020-02-27
Bank of New York Mellon,BK,2018-03-31,373597000000,41728000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2018-05-08
Bank of New York Mellon,BK,2018-06-30,352928000000,41505000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2018-08-03
Bank of New York Mellon,BK,2018-09-30,349770000000,41560000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2018-11-06
Bank of New York Mellon,BK,2018-12-31,362873000000,40638000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2021-02-25
Bank of New York Mellon,BK,2019-03-31,346132000000,41225000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2019-05-08
Bank of New York Mellon,BK,2019-06-30,381168000000,41533000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2019-08-07
Bank of New York Mellon,BK,2019-09-30,373168000000,41120000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2019-11-07
Bank of New York Mellon,BK,2019-12-31,381508000000,41483000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2022-02-25
Bank of New York Mellon,BK,2020-03-31,468155000000,41145000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2020-05-07
Bank of New York Mellon,BK,2020-06-30,442316000000,43697000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2020-08-06
Bank of New York Mellon,BK,2020-09-30,428398000000,44917000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2020-11-05
Bank of New York Mellon,BK,2020-12-31,469633000000,45801000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2023-02-27
Bank of New York Mellon,BK,2021-03-31,464984000000,44954000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2021-05-06
Bank of New York Mellon,BK,2021-06-30,466963000000,45281000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2021-08-05
Bank of New York Mellon,BK,2021-09-30,470533000000,43601000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2021-11-05
Bank of New York Mellon,BK,2021-12-31,444438000000,43034000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2024-02-28
Bank of New York Mellon,BK,2022-03-31,473811000000,41799000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2022-05-06
Bank of New York Mellon,BK,2022-06-30,452621000000,40984000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2022-08-05
Bank of New York Mellon,BK,2022-09-30,427953000000,39737000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2022-11-07
Bank of New York Mellon,BK,2022-12-31,405560000000,40734000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2025-02-27
Bank of New York Mellon,BK,2023-03-31,425112000000,40634000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2023-05-05
Bank of New York Mellon,BK,2023-06-30,430382000000,40933000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2023-08-04
Bank of New York Mellon,BK,2023-09-30,405248000000,40966000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2023-11-03
Bank of New York Mellon,BK,2023-12-31,409877000000,40770000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2026-02-25
Bank of New York Mellon,BK,2024-03-31,434728000000,40569000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2024-05-03
Bank of New York Mellon,BK,2024-06-30,428539000000,40843000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2024-08-02
Bank of New York Mellon,BK,2024-09-30,427461000000,41992000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2024-11-01
Bank of New York Mellon,BK,2024-12-31,416064000000,41318000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-K; filed=2026-02-25
Bank of New York Mellon,BK,2025-03-31,440691000000,43119000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2025-05-02
Bank of New York Mellon,BK,2025-06-30,485781000000,43950000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2025-08-01
Bank of New York Mellon,BK,2025-09-30,455312000000,43879000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2025-10-31
Bank of New York Mellon,BK,2025-12-31,472300000000,44313000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2026-05-01
Bank of New York Mellon,BK,2026-03-31,561517000000,44783000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001390777.json,,form=10-Q; filed=2026-05-01
Barclays,BCS,2015-12-31,1120000000000,65864000000,GBP,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=20-F; filed=2018-03-19
Barclays,BCS,2016-12-31,1213126000000,71365000000,GBP,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=20-F; filed=2019-02-21
Barclays,BCS,2017-06-30,1135300000,66263000000,GBP,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=6-K; filed=2018-08-03
Barclays,BCS,2017-12-31,1133200000000,63866000000,GBP,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=20-F; filed=2020-02-13
Barclays,BCS,2018-06-30,1149572000000,63168000000,GBP,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=6-K; filed=2018-08-03
Barclays,BCS,2018-12-31,1133300000000,63779000000,GBP,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=20-F; filed=2021-02-18
Barclays,BCS,2019-06-30,1232822000000,68797000000,GBP,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=6-K; filed=2019-08-01
Barclays,BCS,2019-12-31,1140200000000,65660000000,GBP,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=20-F; filed=2022-02-23
Barclays,BCS,2020-06-30,1385117000000,69541000000,GBP,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000312069.json,,form=6-K; filed=2020-07-29
